Prod Code,Product,MRP,Opening,Adjustment,Purchase,Pur Return,Sale,Schem,Combo,Issue,Deliver Recipt,Production,Stock Rsv,Stock Trans,Expiry,Total
4987,RAMDEV CORIANDER POWDER 200GM,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4991,MCVITIES FRUIT SHORT CAKE 200GM,110,4,0,0,0,0,0,0,0,0,0,0,0,0,4
4993,ORBIT LEMON & LIME SUGAR FREE  RS.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4994,ORBIT SPEARMINT  RS. 25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4995,JABSONS ROASTED CHANA HING JEERA 150GM,50,4,0,0,0,0,0,0,0,0,0,0,0,0,4
4996,JABSONS ROASTED PEANUTS NIMBOO PUDINA 150GM,50,2,0,0,0,0,0,0,0,0,0,0,0,0,2
4997,JABSONS ROASTED PEANUTS BLACK PEPPER 140GM,50,2,0,0,0,0,0,0,0,0,0,0,0,0,2
5007,MR MUSCLE VISIBLE POWER TOILET CLEANER 500ML,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5008,LAURELS TOILET TISSUES  1 ROLL,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5012,BIGEN MENS BEARD COLOR BROWN BLACK 102,405,2,0,0,0,0,0,0,0,0,0,0,0,0,2
5013,PLAYBOY DEO MIAMI 150ML,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5014,PLAYBOY DEO VEGAS 150ML,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5015,PLAYBOY DEO HOLLYWOOD 150ML,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5016,NIVEA DEO PEARL&BEAUTY 150ML,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5017,WEIKFIELD CORNFLOUR 500GM,70,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5022,MOTHER DAIRY ICE CREAM COMBO BUTTER SCOTCH 2X700ML,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5023,MOTHER DAIRY ICE CREAM COMBO VANILLA 2X700ML,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5025,MOTHER DAIRY ICE CREAM COMBO RABRI 2X700ML,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5026,SITAFAL,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5027,ONION SPRING,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5028,TRUMP MIXED PICKLE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5029,DOUBLEMINT RS 60/-,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5030,ORBIT SWEETMINT RS. 10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5031,DOUBLEMENT RS.10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5033,CREMICA DIGESTIVE BISCUITS 150GM,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5034,WRIGLEY DOUBLEMINT SPEARMINT 13GM,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5036,GLASS RS. 1/-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5037,BRITANNIA CAKE CHOCO CHILL 150GM,30,2,0,0,0,0,0,0,0,0,0,0,0,0,2
5038,BRITANNIA TIGER KRUNCH CHOCOCHIP COOKIES 40GM,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5039,SWEET CORN (AMERICAN) 1KG,140,21,0,0,0,0,0,0,0,0,0,0,0,0,21
5040,SWEET CORN (AMERICAN) 500GM,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5041,COKE DIET BOTTLE 500ML,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5045,HALDIRAMS SALTED MASALA BANANA CHIPS 200GM,52,10,0,0,0,1,0,0,0,0,0,0,0,0,9
5046,HALDIRAMS CHANA NUTS 200GM,46,18,0,0,0,0,0,0,0,0,0,0,0,0,18
5047,HALDIRAMS CHANA CRACKER - HEENG JEERA 200GM,48,15,0,0,0,1,0,0,0,0,0,0,0,0,14
5049,HALDIRAMS CORN FLAKES MIXTURE 200GM,65,13,0,0,0,0,0,0,0,0,0,0,0,0,13
5050,HALDIRAMS MURUKKU 200GM,46,9,0,0,0,0,0,0,0,0,0,0,0,0,9
5051,HALDIRAMS NIMBU MASALA 200GM,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5052,HALDIRAMS PANCHRATTAN 200GM,80,13,0,0,0,1,0,0,0,0,0,0,0,0,12
5053,HALDIRAMS PEANUTS HEENG JEERA 200GM,46,10,0,0,0,0,0,0,0,0,0,0,0,0,10
5054,HALDIRAMS PEANUTS MASALA 200GM,46,10,0,0,0,0,0,0,0,0,0,0,0,0,10
5056,HALDIRAMS SHAHI MIXTURE 200GM,90,13,0,0,0,0,0,0,0,0,0,0,0,0,13
5057,HALDIRAMS KAJU MIXTURE 400GM,143,5,0,0,0,0,0,0,0,0,0,0,0,0,5
5058,HALDIRAMS NAVRATTAN 200GM,42,25,0,0,0,1,0,0,0,0,0,0,0,0,24
5059,HALDIRAMS MOONG DAL MASALA 200GM,49,14,0,0,0,0,0,0,0,0,0,0,0,0,14
5060,HALDIRAMS TANGY TOMATO BANANA CHIPS 200GM,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5062,VIM DOUBLE POWER CONCERNTRATED GEL LEMON 500GM,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5064,TORI,52,1.008,0,3,0,2.772,0,0,0,0,0,0,0,0,1.236
5068,MOTHER DAIRY ICE CREAM COMBO TWO IN ONE 700ML,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5069,VEET HAIR REMOVAL CREAM SENSITIVE SKIN 60GM,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5070,ENO COLA FLAVOUR 5GM,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5071,SENSODYNE FRESH MINT 80GM,99,4,0,0,0,0,0,0,0,0,0,0,0,0,4
5073,MOTHERS RECIPE INSTANT MIX POHA 160GM,45,4,0,0,0,1,0,0,0,0,0,0,0,0,3
5074,MOTHERS RECIPE UPMA MIX 180GM,35,6,0,0,0,2,0,0,0,0,0,0,0,0,4
5075,MOTHERS RECIPE UDAD PAPAD 200GM,58,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5076,MOTHERS RECIPE GARLIC GREEN CHILLI PAPAD 200GM,58,2,0,0,0,0,0,0,0,0,0,0,0,0,2
5077,MOTHERS RECIPE CHANA MASALA PAPAD 200GM,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5078,AHA WHEAT CEREAL 600GM,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5079,NESTLE KITKAT 27.5GM,20,30,0,0,0,3,0,0,0,0,0,0,0,0,27
5082,MONGINIS DESSERT CAKE VANILLA 200GM,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5084,MONGINIS MUFFINS VEG FRUIT CAKE 150GM,40,10,0,0,0,1,0,0,0,0,0,0,0,0,9
5085,MONGINIS MUFFINS VEG CHOCOLATE CAKE 150GM,40,10,0,0,0,0,0,0,0,0,0,0,0,0,10
5087,AHA WHEAT CEREAL 300GM,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5091,PARACHUTE ADVANSED AYURVEDIC HOT OIL BOTTLE 300ML,160,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5096,SUGAR FREE GOLD 100 SACHETS,125,2,0,0,0,0,0,0,0,0,0,0,0,0,2
5102,ORGANIC INDIA TEA TULSI HONEY CHAMOMILE 18BAGS,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5107,DRUK LEMON BARLAY WATER 700ML,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5111,MOHUNS CORN FLAKES 500GM,102,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5113,STEVIOCAL ALL NATURAL STEVIA 50GM,140,6,0,0,0,0,0,0,0,0,0,0,0,0,6
5114,STEVIOCAL ALL NATURAL STEVIA 200GM,324,5,0,0,0,0,0,0,0,0,0,0,0,0,5
5124,AMUL ICE CREAM VANILLA 2X750ML,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5126,SNICKERS CHOCOLATE 15GM,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5130,AMUL ICE CREAM SUGAR FREE SHAHI ANJIR 125ML,30,8,0,0,0,0,0,0,0,0,0,0,0,0,8
5131,MAGGI RICH TOMATO KETCHUP 1KG,147,2,0,0,0,0,0,0,0,0,0,0,0,0,2
5132,NESTLE EVERYDAY PREMIUM PUNJAB GHEE 1LTR,475,6,0,0,0,0,0,0,0,0,0,0,0,0,6
5134,NESCAFE CLASSIC 200GM,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5136,NESTLE MILKYBAR CHOO MANGO 14GM,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5141,AMUL ICE CREAM CONE CHOCO CRUNCH 120ML,30,20,0,0,0,0,0,0,0,0,0,0,0,0,20
5153,AMUL ICE CREAM MANGO ICE CANDY 60ML,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5154,NISSIN CUP NOODLES TANGY TOMATO 70GM,40,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5157,TOP RAMEN CUP NOODLES TOMATO 50GM,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5166,PARLE MONACO SIXER SALTED 200GM,50,3,0,0,0,0,0,0,0,0,0,0,0,0,3
5169,MOTHER DAIRY ICE CREAM BUTTER SCOTCH 1.5ML,190,7,0,0,0,0,0,0,0,0,0,0,0,0,7
5171,AMUL PURE GHEE 1LTR,485,4,0,0,0,0,0,0,0,0,0,0,0,0,4
5173,MOTHER DAIRY ICE CREAM COMBO MANGO MAGIC 700ML,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5177,MOTHER DAIRY ICE CREAM CHILLZ MINI CHOCOBAR 45ML,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5180,PARACHUTE ADVANSED AFTERSHOWER ANTI DANDRUFF HAIR CREAM 50GM,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5181,GLUCON-D NIMBU PANI 100GM,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5187,PONDS WHITE BEAUTY FAIRNESS CREAM 25GM,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5190,FUN FOODS MILK SHAKE FRUITY COCONUT 200GM,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5191,FUN FOODS MILK SHAKE MIX VANILLA FLAVOUR 250GM,75,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5192,FUN FOODS MILK SHAKE MIX CHOCOLATE 200GM,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5193,FUN FOODS CHEESE CHILLI SANDWICH SPREAD 275GM,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5194,FUN FOODS EGGLESS BAKE MIX BROWNIE 250GM,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5196,FUN FOODS CHOCOLATE DESERT TOPPING 300GM,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5197,FUN FOODS ARRABBIATA PASTA SAUSE 325GM,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5198,FUN FOODS MAYONNAISE SPREAD EGGLESS TANDOORI 275GM,75,3,0,0,0,0,0,0,0,0,0,0,0,0,3
5199,MOTHER DAIRY ICE CREAM COMBO CHOCO FUDGE 2X700ML,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5200,MOTHER DAIRY ICE CREAM FRUIT & NUT 750ML,120,3,0,0,0,0,0,0,0,0,0,0,0,0,3
5203,7UP BOTTLE 2LTR,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5205,CATCH MINIZ 70.13GM,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5210,MOUNTAIN DEW CAN 250ML,25,12,0,0,0,0,0,0,0,0,0,0,0,0,12
5219,DABUR VATIKA SHAMPOO HENNA & OLIVE PUMP 340ML,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5221,CADBURY CHOCLAIRS 212.8GM,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5222,BOONDI 170GM,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5226,PARK AVENUE TALC PREMIUM  50GM,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5228,VEGA HAIR BRUSH RS.350,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5230,VEGA HAIR BRUSH RS.250,250,2,0,0,0,0,0,0,0,0,0,0,0,0,2
5231,VEGA BATH ACC RS.250,250,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5232,VEGA BATH ACC RS.299,299,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5233,VEGA BATH ACC RS.99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5234,VEGA BATH ACC RS.90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5235,VEGA BATH ACCESSORIES RS.450,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5236,VEGA BATH ACC RS.175,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5237,VEGA BATH ACC RS.140,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5238,VEGA BATH ACC-BA 3/12,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5239,VEGA HAIR BRUSH RS.450,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5240,VEGA BABY BRUSH KIT,149,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5241,VEGA FOOT SCRUBBER RS.120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5243,VEGA FOOT SCRUBBER RS.90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5245,HENKO STAIN CHAMPION POWDER 1KG,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5246,HENKO MATIC LINT ELLIGENT TOP LOAD 1KG,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5247,PRIL LIQUID DISHWASH KRAFT GEL 750ML,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5248,PRIL LIQUID DISHWASH LIME 425ML,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5249,DRIED APRICOTS 200GM,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5255,UNIBIC OATMEAL DIGESTIVE COOKIES 200GM,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5256,UNIBIC PISTA BADAM COOKIES 75GM,25,12,0,0,0,0,0,0,0,0,0,0,0,0,12
5260,UNIBIC CHOCO NUT COOKIES 75GM,25,7,0,0,0,2,0,0,0,0,0,0,0,0,5
5264,UNIBIC SUGARFREE BUTTER COOKIES 75GM,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5266,VEET CREAM NATURALS CAMELLIA SEED OIL 25GM,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5267,VEET HAIR REMOVAL CREAM SENSTIVE SKIN 100GM,170,2,0,0,0,0,0,0,0,0,0,0,0,0,2
5268,MINUTE MAID APPLE 250ML,20,19,0,0,0,2,0,0,0,0,0,0,0,0,17
5269,AMUL ICE CREAM SUGAR FREE ANJIR 500ML,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5272,AMUL ICE CREAM BUTTER SCOTCH BLISS 1LTR,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5273,AMUL ICE CREAM FRUIT NUT FANTACY TUB 1LTR,190,3,0,0,0,0,0,0,0,0,0,0,0,0,3
5274,AMUL ICE CREAM CHOCOLATE 2LTR,250,2,0,0,0,0,0,0,0,0,0,0,0,0,2
5275,TRUST CLASSIC SUGAR 1KG,65,18,0,0,0,0,0,0,0,0,0,0,0,0,18
5276,MOTHER DAIRY ICE CREAM GOLGAPPA 50ML,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5277,LYCHEE FRUIT,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5278,ORGANIC PUDINA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5281,TATA TEA AGNI 1KG,200,3,0,0,0,0,0,0,0,0,0,0,0,0,3
5282,TETLEY GREEN TEA LONG LEAF 100GM,100,3,0,0,0,0,0,0,0,0,0,0,0,0,3
5284,HARPIC FULSHMATIC PINE 2X50GM,110,2,0,0,0,0,0,0,0,0,0,0,0,0,2
5285,HARPIC POWER PLUS ALL IN 1 ROSE 500ML,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5286,HARPIC HYGIENIC TOILET RIM BLOCK LAVENDER 26GM,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5287,DETTOL HAND WASH SKINCARE LIQUID REFILL 900ML,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5289,BORO PLUS ANTISEPTIC CREAM 14GM,33,3,0,0,0,0,0,0,0,0,0,0,0,0,3
5290,BORO PLUS ANTISEPTIC CREAM  40GM,60,4,0,0,0,0,0,0,0,0,0,0,0,0,4
5294,ORBIT MIXED FRUIT RS.10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5295,PIM POM LOLLOPOP,5,69,0,0,0,0,0,0,0,0,0,0,0,0,69
5297,CLEAN & CLEAR FACEWASH MORNING ENERGY LEMON 50ML,70,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5298,ARBI,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5299,NESTLE ASSORTED FESTIVE GREATINGS PACK 138.7GM,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5302,YARDLEY TALC GENTLEMAN 100GM,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5307,KELLOGGS CHOCOS FILLS 250GM,170,5,0,0,0,0,0,0,0,0,0,0,0,0,5
5310,KELLOGGS CORN FLAKES ORIGINAL & THE BEST 475GM,175,9,0,0,0,0,0,0,0,0,0,0,0,0,9
5312,KELLOGGS CORN FLAKES STRAWBERRY 275GM,130,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5314,KELLOGGS CORN FLAKES REAL ALMOND AND HONEY 300GM,160,6,0,0,0,0,0,0,0,0,0,0,0,0,6
5315,KELLOGGS CHOCOS 250GM,115,4,0,0,0,0,0,0,0,0,0,0,0,0,4
5316,KELLOGGS CHOCOS 125GM,55,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5317,KELLOGGS CHOCOS 375GM,155,6,0,0,0,0,0,0,0,0,0,0,0,0,6
5319,KELLOGGS CHOCOS DUET COCO 375GM,165,2,0,0,0,0,0,0,0,0,0,0,0,0,2
5320,KELLOGGS HONEY LOOPS 300GM,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5325,KELLOGGS SPECIAL K 435GM,195,4,0,0,0,0,0,0,0,0,0,0,0,0,4
5328,DAURALA SUGAR 5GM,1,91,0,0,0,0,0,0,0,0,0,0,0,0,91
5329,BRITANNIA GOOD DAY CHOCO NUT COOKIES 37GM,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5330,BRITANNIA DAHI 80GM,10,10,0,0,0,0,0,0,0,0,0,0,0,0,10
5331,MCVITIES FRUIT BAKES COOKIES 120GM,40,15,0,0,0,0,0,0,0,0,0,0,0,0,15
5333,SUALIN NATURAL COUGH AND COLD REMEDY,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5334,NAVNEET MY NOTE BOOK JUMBO SIZE 100 PAGES,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5335,NAVNEET 3IN1 180PAGES,50,4,0,0,0,0,0,0,0,0,0,0,0,0,4
5336,NAVNEET NOTE BOOK SUPER CAR 172PAGES,45,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
5337,NAVNEET LONG BOOK 172PAGES,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5338,NAVNEET PEACTICAL BOOK 96PGS,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5339,NAVNEET JUMBO NOTEBOOK SINGLE LINE 124PAGES,34,12,0,0,0,0,0,0,0,0,0,0,0,0,12
5340,NAVNEET MY PROJECT BOOK 32PAGES,35,10,0,0,0,0,0,0,0,0,0,0,0,0,10
5341,NAVNEET MY SCRAP BOOK 64PAGES,60,6,0,0,0,0,0,0,0,0,0,0,0,0,6
5342,NAVNEET THE ORIGINAL JUMBO NOTEBOOK 124PAGES,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5343,NAVNEET NOTE BOOK 108PAGES,45,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5345,LEONARDO EXTRA VIRGIN OLIVE OIL 1LTR,1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5346,LEONARDO OLIVE EXTRA LIGHT 1LTR,1099,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5347,AMUL ICE CREAM CHOCOLATE BROWINE 1LTR,190,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5348,LEONARDO OLIVE OIL MIXED PICKLE 400GM,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5349,LEONARDO OLIVE OIL PICKLE LIME 400GM,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5350,LEONARDO OLIVE OIL PICKLE MANGO 400GM,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5351,PEACH,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5352,DHANIA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5353,VEET SENSTIVE SKIN 25GM,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5354,VEET HAIR REMOVAL CREAM SILK & FRESH SUPREM ESSENCE 25GM,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5355,VEET HAIR REMOVAL CREAM SUPREM ESSENCE 60GM,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5356,VEET HAIR REMOVAL CREAM  NORMAL SKIN 100GM,170,2,0,0,0,0,0,0,0,0,0,0,0,0,2
5357,VEET HAIR REMOVAL CREAM BRIGHTENING NORMAL TO DRY SKIN 60GM,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5358,QUAKER OATS JAR 500GM,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5359,FORTUNE SOYA HEALTH SOYABEAN OIL 5LTR,655,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5360,KNORR SOUP CHINESE MANCHOW NOODLE 45GM,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5361,DEL MONTE FIESTA FRUIT COCKTAIL 550GM,190,2,0,0,0,0,0,0,0,0,0,0,0,0,2
5362,DEL MONTE FRUIT COCKTAIL 500GM,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5372,BROOKE BOND TAAZA 1KG,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5373,T.26 STEEL LOCK 40MM HARRISON,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5378,KAJU ROASTED 250GM,365,27,0,0,0,0,0,0,0,0,0,0,0,0,27
5379,TATA SALT LITE 1KG,32,86,0,0,0,0,0,0,0,0,0,0,0,0,86
5381,T.26 STEEL LOCK 40MM HARRISON,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5382,T.26 STEEL LOCK 50MM HARRISON,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5383,J.6 STEEL LOCK 60MM HARRISON,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5384,J.6 LOCK 70MM HARRI,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5385,FEV ICOL GLUE BOTTLE 60GM,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5386,FEVICOL MR  BOTTLE 200ML,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5389,FEVI STIK 15GM,40,13,0,0,0,0,0,0,0,0,0,0,0,0,13
5390,FEVI STIK  8GM,25,30,0,0,0,0,0,0,0,0,0,0,0,0,30
5392,FEVI KWIK 2GM,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5393,HARRISON J.6 STEEL LOCK 60MM ,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5394,GARNIER WINTER CARE COLD CREAM 40GM,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5395,SPRAYMINTT MOUTH FRESHENER BREEZBERRY 15GM,99,2,0,0,0,0,0,0,0,0,0,0,0,0,2
5398,NAVNEET MY LONG BOOK A4 SIZE SOFT BOND 140 PAGES,50,2,0,0,0,0,0,0,0,0,0,0,0,0,2
5409,PIONEER CLEANING ACID 5LTR,195,4,0,0,0,0,0,0,0,0,0,0,0,0,4
5410,GARNIER FRUCTIS SHAMPOO GOODBYE DAMAGE 175ML+80ML,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5411,GARNIER WINTER CARE COLD CREAM 18GM,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5412,GARNIER WINTER CARE NOURISHING COLD CREAM HONEY+SHEA BUTTER+VITAMIN E 40GM,150,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5414,TEA STRAINER RS.40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5415,TEA STRAINER RS.45,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5417,GARNIER WINTER CARE NOURISHING COLD CREAM 18GM,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5421,CLASSIC CENTRA FLOOR WIPER,160,18,0,0,0,0,0,0,0,0,0,0,0,0,18
5422,SECURA FLOOR WIPERS SMALL,125,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5423,CLASSIC SWEETY FLOOR WIPER ,85,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5424,CLASSIC SECURA FLOOR WIPER,132,12,0,0,0,0,0,0,0,0,0,0,0,0,12
5427,CLASSIC KITCHEN WIPER SMALL,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5428,UNCLEAN SUPER ACTION TOILET BRUSH,160,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5429,UNICLEAN SUPER ACTION TOILET BRUSH RS.95,95,-6,0,0,0,0,0,0,0,0,0,0,0,0,-6
5430,ENO LEMON 5GM,8,36,0,0,0,0,0,0,0,0,0,0,0,0,36
5431,QUAKER OATS PLUS MULTIGRAIN ADVANTAGE 300GM,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5434,SWADESHI BREAD CRUMB 250GM,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5435,CHANDAN TULSI HERBAL MEHANDI 80GM,60,9,0,0,0,0,0,0,0,0,0,0,0,0,9
5436,TILE BRUSH RS.65,45,2,0,0,0,0,0,0,0,0,0,0,0,0,2
5437,CLOTH BRUSH RS.45,45,10,0,0,0,0,0,0,0,0,0,0,0,0,10
5438,BRUSH RS.75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5440,MOTHER DAIRY ICE CREAM ORANGE LIC LOLLEEZ 50ML,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5441,MOTHER DAIRY ICE CREAM CHOCLATECONE 100ML,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5446,MOTHER DAIRY ICE CREAM CHILLZ MANGO 60ML,20,28,0,0,0,0,0,0,0,0,0,0,0,0,28
5460,MOTHER DAIRY MILK TONED MILK 1LTR,62,17,0,0,0,0,0,0,0,0,0,0,0,0,17
5463,FABER CASTELL 12 POSTER COLOURS,170,2,0,0,0,0,0,0,0,0,0,0,0,0,2
5470,CADBURY TEMPTATIONS ALMOND TREAT 72GM,90,10,0,0,0,0,0,0,0,0,0,0,0,0,10
5471,CADBURY DAIRY MILK SILK CHOCOLATE 150GM,150,32,0,0,0,0,0,0,0,0,0,0,0,0,32
