Prod Code,Product,MRP,Opening,Adjustment,Purchase,Pur Return,Sale,Schem,Combo,Issue,Deliver Recipt,Production,Stock Rsv,Stock Trans,Expiry,Total
13306,CADBURY CHOCLAIRS GOLD 5.7GM,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13307,MOTHER DAIRY ICE CREAM MAHA COLA BAR 60ML,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13308,HALDIRAMS GATHIYA 200GM,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13313,COMPLAN NUTRIGRO CREAMY VANILLA FLAVOUR 400GM,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13314,LIRIL SOAP LIME 75GM,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13315,HIMALAYA SOAP ALMOND & ROSE  125GM,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13316,SPICY TREAT AMLA PICKLE 400GM,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13317,SPICY TREAT RED CHILLY CHUTNEY 400GM,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13318,SPICY TREAT MANGO TEEKHA PICKLE 400GM,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13319,HAJMOLA CANDY 125GM,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13320,VEET HAIR REMOVAL CREAM SILK & FRESH SUPREM ESSENC 25GM,58,1,0,0,0,0,0,0,0,0,0,0,0,0,1
13321,SAVLON SOAP GLYCERIN 3X75GM,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13322,FIAMA DI WILLS SHOWER GEL PEACH & AVOCADO 250ML,199,1,0,0,0,0,0,0,0,0,0,0,0,0,1
13323,PEPSODENT TOOTH PASTE CLOVE SALT 100GM,49,2,0,0,0,0,0,0,0,0,0,0,0,0,2
13324,PARLE MAGIX KREAMS PINEAPPLE 50GM,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13325,PARLE MAGIX KREAMS CHOCOLATE 50GM,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5
13326,PARLE HAPPY HAPPY BISCUITS 60GM,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13327,LOREAL FACIAL FOAM  AGE 20+ 50GM,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13328,LOREAL FACIAL FOAM AGE 30+ 50GM,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13329,LOREAL CREAM UV FILTERS AGE 20+ 18GM,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13330,LOREAL CREAM SPF21 PA+++ AGE 30+ 18GM,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13331,AMUL ICE CREAM CONE PISTA BADAM 120ML,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13332,AMUL ICE CREAM EPIC CHOCO CAPPUCCINO BELGIAN CHOCOLATE 80ML,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13333,KNORR SOUP HOT & SOUR VEG 11GM,10,10,0,0,0,0,0,0,0,0,0,0,0,0,10
13334,BROOKE BOND TAJ MAHAL DARJEELING GREEN TEA 25BAGS,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13335,DRUK FRUIT COCKTAIL 850GM,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13336,DRUK TOMATO PUREE 850GM,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13337,OLIVIA OXYGEN BLEACH GREEN TEA 9GM,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13338,OLIVIA NATURAL FRUITS BLEACH 9GM,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13339,WHISPER CHOICE EXTRA LONG 6PADS,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13340,BRITANNIA PURE MAGIC CHOCOLUSH 75GM,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13341,BRITANNIA TIGER ELAICHI BISCUITS 45GM,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13342,FORTUNE REFINED SUNFLOWER OIL 1LTR,115,1,0,0,0,0,0,0,0,0,0,0,0,0,1
13343,SPICY TREAT MANGO GARLIC PICKLE 400GM,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13344,SPICY TREAT CHILLY SWEET & SOUR 400GM,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13345,SPICY TREAT RED CHILLY MANGO CHANA PICKLE 400GM,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13346,TIC TAC BANANA 13.1GM,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13347,TIC TAC CHERRY PASSION 13GM,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13348,PARK AVENUE DEO IMPACT MAGNIFICO 150ML,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13349,AMUL SMOOTHIES VANILLA 200ML,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13350,HIMALAYA SOAP NEEM & TURMERIC SOAP 125GM,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13351,HIMALAYA SOAP CUCUMBER & COCONUT 125GM,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13352,CREMICA JEERA LITE BISCUITS 90GM,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13353,WHISPER ULTRA NIGHT 2PADS XL WINGS,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13354,PONDS FACE WASH POLLUTION OUT DEEP CLEAN 100GM,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13355,PONDS FACE WASH POLLUTION OUT DEEP CLEAN 50GM,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13356,VASELINE INTENSIVE CARE ALOE SOOTHE DRY SKIN 100ML,99,2,0,0,0,0,0,0,0,0,0,0,0,0,2
13357,JOS ONION RINGS 80GM,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13358,PARLE 2 IN 1 ECLAIRS 277GM,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13359,PARLE MAGIX KREAMS ELAICHI 125GM,10,8,0,0,0,0,0,0,0,0,0,0,0,0,8
13360,BRU GOLD 2.08GM,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13361,LONDON DAIRY ICE CREAM CHOCOLATE BROWNIE DELIGHT 500ML,350,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
13362,CADBURY DAIRY MILK SILK BUBBLY 120GM,160,18,0,0,0,0,0,0,0,0,0,0,0,0,18
13363,CADBURY DAIRY MILK SILK BUBBLY 50GM,75,36,0,0,0,0,0,0,0,0,0,0,0,0,36
13364,AMUL GOUDA CHEESE CUBE 200GM,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13367,COLGATE TOOTH PASTE TOTAL CHARCOAL DEEP CLEAN 140GM,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13368,GALA SWASH SCRUB PAD 1NOS,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13369,PARK AVENUE DEO BOUNCE 135ML,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13370,PARK AVENUE DEO CELEB 135ML,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13371,PARK AVENUE DEO CHIC 135ML,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13372,PARK AVENUE SHAVING FOAM RE GEN 200GM,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13373,PARK AVENUE SHAIVNG CREAM RE GEN 70GM,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13374,PARK AVENUE DEO LIVELY 135ML,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13375,PREMIUM ROOM FRESHNER RAJNIGANDHA 125GM,125,1,0,0,0,0,0,0,0,0,0,0,0,0,1
13376,PREMIUM ROOM FRESHNER ROSE 125GM,125,1,0,0,0,0,0,0,0,0,0,0,0,0,1
13377,PREMIUM ROOM FRESHNER LAVENDER LACE 125GM,125,2,0,0,0,0,0,0,0,0,0,0,0,0,2
13378,PREMIUM ROOM FRESHNER JASMINE 125GM,125,2,0,0,0,0,0,0,0,0,0,0,0,0,2
13379,SLEEK HOT WAX 150GM,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13380,SLEEK COLD WAX 150GM,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13381,SLEEK HAIR REMOVER WAX ALOE VERA 250GM,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13382,SLEEK HAIR REMOVER WAX CHOCOLATE 250GM,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13383,TIC TAC BANANA MINIONS 24GM,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13384,SLEEK FACIAL HAIR REMOVER WAX PACK 80GM,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13385,SUNFEAST DARK FANTASY VANILLA CREAM 50GM,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13386,PONDS WHITE BEAUTY PEARL CLEANSING GEL 100GM,199,1,0,0,0,0,0,0,0,0,0,0,0,0,1
13387,PONDS WHITE BEAUTY PEARL CLEANSING GEL 50GM,100,5,0,0,0,0,0,0,0,0,0,0,0,0,5
13388,HOKEY POKEY SILKY SMOOTH KULFI 500ML,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13389,PARLE FAB HIDE&SEEK BOURBON CHOCOLATE FLAVOURED 150GM,25,5,0,0,0,0,0,0,0,0,0,0,0,0,5
13390,MOTHER DAIRY ICE CREAM RASILLA RASPBERRY & MANGO 60ML,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13391,PARLE GLUCOSE BISCUITS 250GM,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13392,PARLE POPPINS STRAWBERRY 190GM,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13393,PARLE POPPINS LITCHI 190GM,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13394,AMBI PUR AIR EFFECTS HAWALLAN FLOWERS 275GM,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13395,BHUIRA KIWI JAM 470GM,250,1,0,0,0,0,0,0,0,0,0,0,0,0,1
13396,LIPTON GREEN TEA 250GM,225,4,0,0,0,0,0,0,0,0,0,0,0,0,4
13397,BROOKE BOND TAJ MAHAL LEMON TEA 25BAGS,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13398,BROOKE BOND TAJ MAHAL TEA CARDAMOM 25BAGS,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13399,MENTOS ORANGE FLAVOUR 31.02GM,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13401,DENVER DEO RODEO 100GM,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13402,DENVER DEO BLACK CODE 100GM,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13403,DENVER DEO COOL 100GM,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13404,DENVER DEO BRAVE 100GM,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13405,DENVER DEO PRESTIGE HAMILTON 105GM,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13406,DENVER DEO HONOUR HAMILTON 105GM,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13407,DENVER DEO PRIDE HAMILTON 105GM,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13408,CADBURY DAIRY MILK COFFEE ALMOND 38GM,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13409,BRITANNIA NUTRI CHOICE CRACKER SIMPLY LITE 300GM,45,2,0,0,0,1,0,0,0,0,0,0,0,0,1
13410,ARIEL BRILLIANT CLEANING 1KG,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13411,AMUL MYSTIC MOCHA 150GM,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13413,NESCAFE CLASSIC 50GM,130,8,0,0,0,1,0,0,0,0,0,0,0,0,7
13414,PURE SOYA PANEER MASALA 180GM,40,4,0,0,0,2,0,0,0,0,0,0,0,0,2
13415,NIVEA ALOE  BODY CREAM REFRESHING MOISTURISER200ML,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13416,NIVEA BODY CREAM COCOA NOURISH 200ML,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13417,BUD WHITE TEA DARJEELING OOLONG CLASSIC 20TEA BAGS,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13418,BUD WHITE GREEN TEA 25BAGS,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13419,BUD WHITE GREEN TEA TULSI+CINNAMON 25BAGS,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13420,BUD WHITE GREEN TEA ORANGE+LEMONGRASS 25BAGS,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13421,BUD WHITE GREEN TEA LEMON+MINT 25BAGS,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13422,PARLE MILK SHAKTI MILKY SANDWICH 60GM,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13423,PARLE SIMPLY GOOD DIGESTIVE HONEY & OATS 100GM,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13424,PARK AVENUE GENUINE FRENCH FOUR SEASONS EAU DE PARFUM 50ML,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13425,PARK AVENUE GENUINE FRENCH 9TO5 EAU DE PARFUM 50ML,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13426,HIMALAYA SOAP NEEM & TURMERIC SOAP 75GM,30,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
13427,HIMALAYA SOAP NEEM & TURMERIC SOAP 4X125GM,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13428,HIMALAYA SOAP ALMOND & ROSE  75GM,30,3,0,0,0,0,0,0,0,0,0,0,0,0,3
13429,HIMALAYA FACEWASH OIL CLEAR MUD FACE PACK 100GM,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13430,HIMALAYA FACEWASH POWER GLOW LICORICE 50ML,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13431,HIMALAYA FACEWASH OIL CLEAR MUD FACE PACK 50GM,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13432,LAKME PEACH MILK MAXIMUM MOISTURISER 120ML,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13433,EVA TALC COOL SPLASH 100GM,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13434,TOPS VINEGAR NON FRUIT 610ML,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13435,AIR WICK EVERFRESH GEL LAVENDER DEW 2X50GM,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13436,KNORR SOUP THICK TOMATO 53GM,55,7,0,0,0,0,0,0,0,0,0,0,0,0,7
13438,CHANDAN SWEETY IMLI 150GM,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13439,CHANDAN ROSE WONDER 160GM,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13440,CHANDAN KACHI KAIRRI 180GM,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13441,CHANDAN COCKTAIL THUNDER 180GM,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13442,CHANDAN DRAXAVATI SPI 180GM,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13443,CHANDAN ABAJPATI GOLI 180GM,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13444,CHANDAN JET MUKHWAS 170GM,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13445,CHANDAN JAIPURI MIKHWAS 140GM,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13446,CHANDAN POONA MUKHWAS 135GM,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13447,CHANDAN OLYMPIC MUKHWAS 170GM,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13448,CHANDAN KASHMIRI MUKHWAS 165GM,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13449,BUFFET MALABAR PARATHA 300GM,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13450,BUFFET METHI  PARATHA 300GM,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13451,BUFFET ALOO PARATHA 400GM,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13452,BUFFET BUTTER PARATHA 300GM,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13453,BUFFET MULTIGRAIN PARATHA 300GM,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13454,BUFFET JEERA PARATHA 300GM,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13455,BUFFET AJWAIN PARATHA 300GM,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13457,FORTUNE SOYA CHUNKS 200GM,45,6,0,0,0,0,0,0,0,0,0,0,0,0,6
13458,FORTUNE SOYA GRANULES 200GM,45,6,0,0,0,0,0,0,0,0,0,0,0,0,6
13459,GATSBY DEO WILD & VIBRANT 150ML,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13460,GATSBY DEO COLL & BREEZY 150ML,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13461,COLGATE TOOTH BRUSH CHARCOAL INFUSED LIM TIP BRISTLES GOLD,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13462,COLGATE TOOTH BRUSH ZIGZAG ANTI GERM MEDIUM,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13463,COLGATE TOOTH BRUSH KIDS O2 EXTRA SOFT,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13464,AMUL ICE CREAM CREME RICH ALMONS FUDGE 125ML,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13465,DIET FOODS SOYA SAIL 150GM,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13466,JABSONS SOYA STIC  CHINESE CHATKA 150GM,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13467,JABSONS CLASSIC HAND ROASTED PEANUTS 150GM,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13468,REAL JUICE ACTIVE APLE 200ML,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13469,FIAMA DI WILLS MEN REFRESHING PULSE 3X125GM,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13470,SAVLON SOAP GENTLE MOISTURISING 2X125GM,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13471,PARLE MONACO CRACKER SANDWICH CHEESE 100GM,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13472,CATCH PIZZA SEASONING 40GM,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13473,CATCH PASTA SEASONING 40GM,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13474,CATCH RED CHILLI FLAKES 30GM,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13475,PARLE MONACO CRACKER SANDWICH CHOCOLATE 100GM,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13476,PARLE SIMPLY GOOD DIGESTIVE SLIMZ 120GM,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13477,MOTHER DAIRY CREAM 200ML,46,1,0,0,0,0,0,0,0,0,0,0,0,0,1
13478,GOLDEE SKETCH CLOUR PEN,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13479,BOURN VITA LIL CHMPS 500GM,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13481,HEAD & SHOULDER SHAMPOO COOL MENTHOL 340ML,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13482,AKARSHIT DIET CHIPS 70GM,45,-5,0,0,0,0,0,0,0,0,0,0,0,0,-5
13483,VIM LIQUITDPOWER OF 100 LEMONS 55ML,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13484,LUX SOAP PEACH & CREAM MINI 30GM,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13487,ONLY SALAD SEASONING GRINDER 50GM,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13488,ONLY SOUP SEASONING GRINDER 45GM,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13489,ONLY ITALIAN SEASONING GRINDER 45GM,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13490,ONLY BLACK PEPPER GRINDER 50GM,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13491,ONLY FRUIT SEASONING GRINDER 55GM,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13492,ONLY SALT GRINDER 100GM,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13493,ONLY PINK SALT GRINDER 100GM,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13494,GARNIER FAIRNESS CREAM WHITE COMPLETE SPF19 90GM,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13495,ONLY TROPICAL HEAT GRINDER 40GM,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13496,SUNFEAST HIFI BUTTER COOKIES 40GM,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13497,SUNFEAST HIFI BUTTER COOKIES 150GM,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13498,SUNFEAST HIFI CASHEW BUTTER COOKIES 150GM,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13499,SUNFEAST HIFI CASHEW BUTTER COOKIES 40GM,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13500,FUN FOODS PASTA & PIZZA SAUCE 850GM,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13501,FUN FOODS PEANUT BUTTER CRUNCHY 1KG,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13502,FUN FOODS PEANUT BUTTER CREAMY 1KG,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13503,CREMICA BUTTER COOKIES CLASSIC RICH 90GM,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13504,HIMALAYA FAIRNESS KESAR FACE PACK 50GM,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13505,DEL MONTE PINEAPPLE SLICE 266GM,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13506,VANLEER WHITE CONFECTION 500GM,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13507,PONDS WHITE MULTI ACTION FACIAL WASH 100GM,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13508,FAIR & LOVELY MEN MAX FAIRNESS CREAM 9GM,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13509,FAIR & LOVELY ADVANCED MULTI VITAMIN 9GM,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13510,AXE AFTERSHAVE DARK TEMPTATION 50GM,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13511,HIMALAYA SOAP ALMOND & ROSE  4X125GM,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13512,TRESEMME SHAMPOO IONIC STRENGTH 190ML,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13513,TRESEMME SHAMPOO IONIC STRENGTH 580ML,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13514,TRESEMME CONDITIONER IONIC STRENGTH 85ML,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13515,TRESEMME CONDITIONER IONIC STRENGTH 190ML,220,1,0,0,0,0,0,0,0,0,0,0,0,0,1
13516,AXE LATHER SHAVING CREAM DENIM 78GM,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13517,FRESH ONES SOFT & SILKY FACIAL TISSUES BOX 200PULLS,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13518,FRESH ONES BATHROOM KOTTON 1ROLL,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13519,FRESH ONES NAPKIN 3PLY,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13520,FRESH ONES DINNER NAPKIN 2PLY,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13521,FRESH ONES PREMIUM  NAPKIN 2PLY,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13522,PALMOLIVE SHOWER GEL ENERGY+JOYOUS 250ML+250ML,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13523,COLGATE TOOTH PASTE SENSITIVE ORIGINAL 3X80GM,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13524,COLGATE TOOTH BRUSH 360 SURROUND DESIGN MEDIUM,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13525,KNORR SOUP HOT & SOUR CHICKEN 44GM,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13526,KNORR SOUP SWEET CORN CHICKEN 42GM,55,2,0,0,0,0,0,0,0,0,0,0,0,0,2
13527,PARLE GOLDEN ARCS STRAWBERRY 75GM,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13528,BRITANNIA GOOD DAY RICH BUTTER COOKIES 39GM,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13530,LIFEBUOY SOAP TOTAL 125GM,28,8,0,0,0,0,0,0,0,0,0,0,0,0,8
13531,ZANDU BALM ULTRA POWER 8ML,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13532,HIMALAYA SOAP CUCUMBER & COCONUT 75GM,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13533,HIMALAYA SOAP CREAM & HONEY 75GM,30,1,0,0,0,0,0,0,0,0,0,0,0,0,1
13534,TATA SHAKTI BESAN 1KG,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13535,AIR WICK FRESHMATIC AUTOMATIC REFILL SPRAY CITRUS SPICE 250ML,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13537,KISSAN TWIST SWEET & SPICY SAUCE 1KG,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13538,MOTHER DAIRY ICE CREAM BLACK FOREST CAKE 525GM,400,1,0,0,0,0,0,0,0,0,0,0,0,0,1
13539,DELIVERY CHARGE,30,-104,0,0,0,0,0,0,0,0,0,0,0,0,-104
13540,AMUL ICE CREAM BUTTER SCOTCH CUP 100ML,20,32,0,0,0,0,0,0,0,0,0,0,0,0,32
13541,ACT II NACHOZ SALTED 150GM,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13544,BRITANNIA GOOD DAY CASHEW COOKIES 58GM,10,47,0,0,0,0,0,0,0,0,0,0,0,0,47
13546,NIVEA MEN GROOMING KIT,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13549,LUBE MAK CLASSIC 500ML,130,26,0,0,0,0,0,0,0,0,0,0,0,0,26
13550,LUBE BRAKE OIL 250ML,80,15,0,0,0,0,0,0,0,0,0,0,0,0,15
13551,LUBE MAK ELITE 500ML,135,42,0,0,0,0,0,0,0,0,0,0,0,0,42
13552,LUBE 2T OIL 1LTR,230,14,0,0,0,0,0,0,0,0,0,0,0,0,14
13553,LUBE 2T OIL 250ML,60,5,0,0,0,0,0,0,0,0,0,0,0,0,5
13554,LUBE MAK 4T NXT 900ML,350,33,0,0,0,0,0,0,0,0,0,0,0,0,33
13555,LUBE MAK ELITE 3LTR,775,19,0,0,0,0,0,0,0,0,0,0,0,0,19
13556,LUBE MAK GOLD PLUS 5LTR,1194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13557,LUBE MAK AUTO X.L 3LTR,660,6,0,0,0,0,0,0,0,0,0,0,0,0,6
13558,LUBE MAK CLASSIC 3LTR,773,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13559,LUBE MAK MULTIGRADE 5LTR,1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13560,LUBE MAK SPIROL 1LTR,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13561,LUBE MAK 4T NXT 1LTR,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0
