Title,Short Name,HSN Code,Barcode,Tax,MRP,Sale Price,Opening Stock,Purchase Price,Weight,Item Category,Item Company,Sub Category,Item Company Category,Minimum Quantity,Maximum Quantity,Reorder Quantity
FAIR AND HANDSOME COMPLETE WINTER SOLUTION MOISTURE BOOSTERS 15GM,FAIR&HAND.COM.WINTER,33049910,8901250000000,GST @18%,30,30,0,20.48,0,PERSONAL CARE,FAIR & HANDSOME,SKIN CARE,,,,
EMAMI 7 IN 1 HAIR OIL 200ML,EMAMI 7 IN 1 HAIR OI,33059011,8901250000000,GST @18%,105,105,3,71.27,213.81,PERSONAL CARE,EMAMI,HAIR CARE,,,,
PAPER BOAT ANAR 200ML,PAPER BOAT ANAR 200M,22029030,8908000000000,GST @12%,25,25,-1,19.59,-19.59,DRINKS AND BEVERAGES,PAPER BOAT,FRUIT DRINKS AND JUICES,,,,
GILLETTE MACH3 TURBO RAZORMORE COMFORT,GILL.MACH3 TURBO,8212,4902430000000,GST @18%,220,220,2,166.47,332.94,PERSONAL CARE,GILLETTE,SHAVING NEEDS,,,,
NAVNEET SOFT BOUND 388 PAGES,NAVNEET SOFT BOUND 3,4820,8902440000000,GST @12%,150,150,-1,150,-150,STATIONERY,NAVNEET,<Add New>,,,,
GUM 150GM,GUM 150GM,0,14029,Tax 5%,15,15,-12,10,-120,STATIONERY,CAMLIN,<Add New>,,,,
GUM 300GM,GUM 300GM,0,14030,Tax 5%,32,32,0,24,0,STATIONERY,CAMLIN,<Add New>,,,,
ODDY CORRECTION PEN,ODDY CORRECTION PEN,0,8906040000000,Tax 5%,25,25,-9,16,-144,STATIONERY,NAVNEET,<Add New>,,,,
HANDS ON SANITIZER LIME 50ML,HANDS ON SANITIZER L,30089400,8906010000000,GST @28%,59,59,8,35.37,282.96,PERSONAL CARE,<Add New>,SKIN CARE,,,,
AMUL BUTTER UNSALTED 500GM,AMUL BUTTER UNSALTED,4051000,8901260000000,GST @12%,225,225,0,184.04,0,DRINKS AND BEVERAGES,AMUL,BREAD AND BAKERY,,,,
GODREJ NO.1 SOAP NATURE SOFT GLYCERIN & HONEY 3X75GM,GOD.NATURAL SOFT SOA,3401,14034,GST @18%,68,68,0,52.39,0,PERSONAL CARE,GODREJ,SKIN CARE,,,,
GODREJ HAND SANITIZER PROTEKT 30ML,GODREJ HAND SANITIZE,0,8901020000000,GST @12%,50,50,1,40.4,40.4,PERSONAL CARE,GODREJ,SKIN CARE,,,,
FOGG DEO PARFUM I AM QUEEM 90ML,FOGG DEO PARFUM I AM,3307,8904240000000,GST @28%,499,499,1,385.7,385.7,PERSONAL CARE,FOGG,DEOS AND PERFUMES,,,,
FOGG DEO PARFUM INTENSIO 90ML,FOGG DEO PA.INTENSIO,3303,8904240000000,GST @18%,499,470,2,313.56,627.12,PERSONAL CARE,FOGG,DEOS AND PERFUMES,,,,
FOGG DEO PARFUM XTREMO 90ML,FOGG DEO PAR.XTREMO,3303,8904240000000,GST @18%,499,470,2,313.56,627.12,PERSONAL CARE,FOGG,DEOS AND PERFUMES,,,,
FOGG DEO PARFUM XPRESSIO 90ML,FOOG DEO PA.XPRESS,3303,8904240000000,GST @18%,499,470,1,313.56,313.56,PERSONAL CARE,FOGG,DEOS AND PERFUMES,,,,
FOGG DEO PARFUM MAKE MY DAY WOMEN 90ML,FOOG DEO.MAKE MY DAY,0,8904240000000,GST @12%,499,499,1,385.7,385.7,PERSONAL CARE,FOGG,DEOS AND PERFUMES,,,,
FOGG DEO PARFUM IMPRESSIO 90ML,FOGG DEO.IMPRESSIO,3303,8904240000000,GST @18%,499,470,0,313.56,0,PERSONAL CARE,FOGG,DEOS AND PERFUMES,,,,
FOGG DEO PARFUM BEAUTIFUL SECRET WOMEN 90ML,FOGG DEO.BEAUTIFUL S,0,8904240000000,GST @12%,499,499,1,385.7,385.7,PERSONAL CARE,FOGG,DEOS AND PERFUMES,,,,
KAMA SUTRA DEO RUSH 150ML,KAMA SUTRA DEO RUSH,0,8901220000000,GST @12%,200,200,0,155,0,PERSONAL CARE,KAMASUTRA,DEOS AND PERFUMES,,,,
KAMA SUTRA DEO WOO 150ML,KAMA SUTRA DEO WOO,0,8901220000000,GST @12%,200,200,0,155,0,PERSONAL CARE,KAMASUTRA,DEOS AND PERFUMES,,,,
WHEEL ACTIVE POWDER 500GM,WHEEL ACTIVE POWDER,34022010,8901030000000,GST @28%,26,26,3,20.71,62.13,"HOUSEHOLD,KITCHEN,BATHROOM",WHEEL,WASHING  DETERGENTS,,,,
TATA TEA FUSION GREEN TEA 250GM,TATA TEA FUSION GREE,0,8901050000000,Tax 5%,125,125,0,107.14,0,DRINKS AND BEVERAGES,TATA,TEA AND COFFEE,,,,
TATA TEA FUSION KENYAN TEA 250GM,TATA TEA FUSION KENY,0,8901050000000,Tax 5%,125,125,0,107.14,0,DRINKS AND BEVERAGES,TATA,TEA AND COFFEE,,,,
PARLE MILANO DELICIOUSLY RICH CHOCOLATE CHIP COOKIES 75GM,MILANO DELICIOUSLY R,19059020,8901720000000,GST @18%,30,30,-1,22.7,-22.7,BISCUITS,PARLE,COOKIES,,,,
LIA CITRIC TANGO AGARBATHIES 130GM,LIA CITRIC AGARBATHI,0,8901750000000,GST @0%,50,50,0,41.67,0,POOJA ITEMS,LIA,<Add New>,,,,
LIA LILIUM AGARBATHIES 130GM,LIA LILIUM AGARBATHI,0,8901750000000,GST @0%,50,50,0,41.67,0,POOJA ITEMS,LIA,<Add New>,,,,
HAJMOLA YOODLEY NIMBOORA SHIKANJI 250ML,HAJMOLA YOODLEY NIMB,0,8901210000000,Tax 5%,30,30,0,24.84,0,DRINKS AND BEVERAGES,<Add New>,<Add New>,,,,
HAJMOLA YOODLEY GUAVA NO1 250ML,HAJMOLA YOODLEY GUAV,0,8901210000000,Tax 5%,30,30,0,24.84,0,DRINKS AND BEVERAGES,<Add New>,<Add New>,,,,
SCOTCH BRITE COTTON MOP 3M,SCOTCH BRITE COTTON,0,8901360000000,GST @12%,300,300,0,235.99,0,"HOUSEHOLD,KITCHEN,BATHROOM",SCOTCH BRITE,HOUSEHOLD ACCESSORIES,,,,
MOTHERS RECIPE MADRAS APPALAM PAPADI 100GM,M.R.MADRAS APPALAM P,1905,8906000000000,GST @0%,45,45,21,40.9,858.9,"SNACKS,CHIPS",MOTHERS RECIPE,SNACKS,,,,
CREMICA MAGICREAM STRAWBERRY FLAVOURED SANSWICH BISCUITS 100GM,CRE.STRA.FLA.BIS,3100,8906000000000,GST @18%,10,10,0,7.45,0,BISCUITS,CREMICA,CREAM BISCUITS,,,,
MENTOS MARBLELS ORANGE FLAVOURS 14.3GM,MENTOS MARBLELS ORAN,0,8901390000000,GST @12%,5,5,0,3.92,0,"CHOCOLATES,SWEETS AND CANDIES",MENTOS,TOFFEES AND CANDY,,,,
TIFY RELISH JALAPENO 330GM,TIFY RELISH JALAPENO,0,8901480000000,Tax 5%,125,125,0,95.24,0,"SAUCES,JAMS,PICKLES",TIFY,<Add New>,,,,
TIFY RELISH MUSTRAD 330GM,TIFY RELISH MUSTRAD,0,8901480000000,Tax 5%,125,125,1,95.24,95.24,"SAUCES,JAMS,PICKLES",TIFY,<Add New>,,,,
TIFY RELISH SWEET GHERKIN 330GM,TIFY RELISH SWEET GH,0,8901480000000,Tax 5%,125,125,0,95.24,0,"SAUCES,JAMS,PICKLES",TIFY,<Add New>,,,,
DELICIOUS CHICKEN CHEESE GARLIC FINGER 300GM,DEL.CHI.CHEE.GARLIC,0,8906020000000,Tax 5%,150,150,0,114,0,"FROZEN FOODS,ICE-CREAM",DELICIOUS,FROZEN NON VEG,,,,
DELICIOUS CHICKEN PLAIN SALAMI 500GM,DEL.CHK.PLA.SALAMI,0,8906020000000,Tax 5%,200,200,0,152,0,"FROZEN FOODS,ICE-CREAM",DELICIOUS,FROZEN NON VEG,,,,
DELICIOUS CHICKEN CHEESE PEPPER SAUSAGES 300GM,DEL.CHK.CHEE.PEP.SAU,0,8906020000000,Tax 5%,150,150,0,114,0,"FROZEN FOODS,ICE-CREAM",DELICIOUS,FROZEN NON VEG,,,,
DELICIOUS CHICKEN POPCORN 500GM,DEL.CHK.POPCORN,0,8906020000000,Tax 5%,200,200,0,152,0,"FROZEN FOODS,ICE-CREAM",DELICIOUS,FROZEN NON VEG,,,,
DELICIOUS CHICKEN RINGS 300GM,DEL.CHICKEN RINGS,0,8906020000000,Tax 5%,150,150,0,114.3,0,"FROZEN FOODS,ICE-CREAM",DELICIOUS,FROZEN NON VEG,,,,
DELICIOUS CHICKEN MARINATED TIKKA 300GM,DEL.CHK.MARINATED TI,0,8906020000000,Tax 5%,175,175,0,133,0,"FROZEN FOODS,ICE-CREAM",DELICIOUS,FROZEN NON VEG,,,,
DELICIOUS CHICKEN CORDON BLEU 500GM,DEL.CHK.CORDON BLEU,0,8906020000000,Tax 5%,250,250,0,190,0,"FROZEN FOODS,ICE-CREAM",DELICIOUS,FROZEN NON VEG,,,,
DELICIOUS CHICKEN JALAPENO SALAMI 300GM,DEL.CHK.JAJAPENO SAL,0,8906020000000,Tax 5%,150,150,0,114,0,"FROZEN FOODS,ICE-CREAM",DELICIOUS,FROZEN NON VEG,,,,
DELICIOUS CHICKEN KHEEMA 400GM,DEL.CHK.KHEEMA,0,8906020000000,Tax 5%,225,225,0,152,0,"FROZEN FOODS,ICE-CREAM",DELICIOUS,FROZEN NON VEG,,,,
GODREJ HAND WASH PROTEKT HAPPY FOAM 250ML,GOD.HAND WASH HAPPY,0,8901020000000,GST @12%,119,119,0,97.95,0,PERSONAL CARE,GODREJ,SKIN CARE,,,,
GODREJ HAND WASH PROTEKT MASTERCHEFS 300ML,GOD.H/W.PROTEKT MAST,3401,8901020000000,GST @18%,89,89,0,69.84,0,PERSONAL CARE,GODREJ,SKIN CARE,,,,
GODREJ HAND WASH PROTEKT MASTERBLASTER 300ML,GOD.H/W.PROTEKT MAST,3401,8901020000000,GST @18%,89,89,0,69.84,0,PERSONAL CARE,GODREJ,SKIN CARE,,,,
GODREJ HAND WASH PROTEKT MASTERBLASTER REFILL PACK 225ML,GOD.H/W.MASTERBLASTE,0,8901020000000,GST @12%,49,49,0,40.33,0,PERSONAL CARE,GODREJ,SKIN CARE,,,,
GILLETTE MACH3 SENSITIVE DURACOMFORT BLADES,GILLETTE MACH3 SENSI,0,4902430000000,GST @12%,200,200,2,158.73,317.46,PERSONAL CARE,GILLETTE,SHAVING NEEDS,,,,
GILLETTE MACH3DURACOMFORT BLADES,GIL.MACH3 BLADES,82121010,4902430000000,GST @28%,180,180,1,125.55,125.55,PERSONAL CARE,GILLETTE,SHAVING NEEDS,,,,
GILLETTE VECTOR3 GET FAST SHAVE BLADE,GILLETTE VECTOR3 GET,0,4902430000000,GST @12%,99,99,0,78.57,0,PERSONAL CARE,GILLETTE,SHAVING NEEDS,,,,
VICKS VAPORUB 110ML,VICKS VAPORUB 110ML,0,4987180000000,Tax 5%,199,199,-1,158.14,-158.14,HEALTH,VICKS,<Add New>,,,,
GLASS RS.3/-,GLASS RS.3/-,48236100,14078,GST @18%,3,3,-597,1.1,-656.7,<Add New>,<Add New>,<Add New>,,,,
GOURMETS DELITE WAFERS MANGO 150GM,GOU.MANGO WAFERS,0,8904060000000,Tax 5%,65,65,0,50,0,BISCUITS,GOURMETS DELITE,WAFERS,,,,
GOLDEN CROWN WORCESTERSHIRE RAISING SAUCE 200GM,GOLDEN CROWN WORCEST,0,8903070000000,Tax 5%,50,50,-1,38,-38,"SAUCES,JAMS,PICKLES",GOLDEN CROWN,SACUES,,,,
ONGS BLACK PEPPER SAUCE 227GM,ONGS BLACK PEPPER SA,21033000,8888210000000,Tax 5%,190,190,1,160,160,"SAUCES,JAMS,PICKLES",ONGS,SACUES,,,,
EVEREADY LED BULB 300 LUMES 3W,EVEREADY LED 300 LUM,0,8901690000000,GST @12%,275,275,-2,173.35,-346.7,ELECTRONIC ITEMS,EVERYREADY,<Add New>,,,,
EVEREADY LED BULB 1400 LUMENS 14W,EVEREDAR LED LUMENS,94051090,8901690000000,GST @12%,649,649,-1,435.58,-435.58,ELECTRONIC ITEMS,EVEREADY,BATTERIES,,,,
EVEREADY LED BULB 960 LUMENS 8W+8W,EVEREDAR LED 8W,0,8901690000000,GST @12%,599,599,0,480,0,ELECTRONIC ITEMS,EVEREADY,BATTERIES,,,,
EVEREADY LED BULB 900 LUMENS 9W,EVEREDAY LED 900 LUM,0,8901690000000,GST @12%,160,160,-1,111.11,-111.11,ELECTRONIC ITEMS,EVEREADY,BATTERIES,,,,
EVEREADY LED BULB 700 LUMENS 7W,EVEREDAY LED 700 LUM,0,8901690000000,GST @12%,140,140,0,99.56,0,ELECTRONIC ITEMS,EVEREADY,BATTERIES,,,,
EVEREADY LED BULB 500 LUMENS 5W,EVEREADY LED BULB 50,0,8901690000000,GST @12%,125,125,0,89,0,ELECTRONIC ITEMS,EVEREADY,BATTERIES,,,,
PUMPKIN SEED 100GM,PUMPKIN SEED 100GM,813,14088,GST @5%,72,72,3,55,165,"GROCERY,DALS",<Add New>,"MASALAS,SPICES,SEASONINGS",,,,
BLUE BERRY 100GM,BLUE BERRY 100GM,813,14089,GST @5%,210,210,5,160,800,<Add New>,<Add New>,<Add New>,,,,
BETTY CROCKER COMPLETE PLANCAKE MIX ORIGINAL 500GM,BETTY.PANCAKE MIX OR,0,8906000000000,Tax 5%,185,185,0,160,0,BAKING AND DESSERT,BETTY CROCKER,BAKING INGREDIENTS,,,,
PILLSBURY MILK CHOCO SPREAD 350GM,PILL.MILK CHOCO SPRE,0,8904150000000,GST @12%,250,250,0,188.49,0,BREAD AND DAIRY,PILLSBURY,DAIRY PRODUCTS,,,,
WONDERLAND FOODS ALMONDS ROASTED & SALTED 200GM,WON.F.ALMONDS R.&.SA,0,8908000000000,Tax 5%,365,365,0,260.71,0,"GROCERY,DALS",WONDERLAND,DRY FRUITS,,,,
WONDERLAND FOODS PISTACHIO JUMBO NUT 200GM,WON.F.PISTACHIO,0,8908000000000,Tax 5%,365,365,0,260.71,0,"GROCERY,DALS",WONDERLAND,DRY FRUITS,,,,
WONDERLAND FOODS CASHEW ROASTED & SALTED 200GM,WON.F.CASHEW,0,8908000000000,Tax 5%,285,285,0,203.57,0,"GROCERY,DALS",WONDERLAND,DRY FRUITS,,,,
GALA SCRUBS 1PAD,GALA SCRUBS 1PAD,0,8901660000000,GST @12%,30,30,-11,21.06,-231.66,"HOUSEHOLD,KITCHEN,BATHROOM",GALA,HOUSEHOLD ACCESSORIES,,,,
GOWARDHAN SUPREMO NATURALLY RICH AND DELICIOUS COWS MILK 1LTR,GO.COWS MILK ,0,8906000000000,Tax 5%,65,65,0,50,0,DRINKS AND BEVERAGES,GOWARDHAN,MILK BEVERAGES,,,,
LIMCA BOTTLE 300ML,LIMCA BOTTLE 300ML,22021010,8901760000000,GST@ 28% with Cess,20,20,0,12.2,0,DRINKS AND BEVERAGES,LIMCA,SOFT DRINKS,,,,
NIVEA MEN DARK SPOT REDUCTION CREAM 30ML,N.MEN DARK SPOT CREA,33049990,42289197,GST @18%,95,95,2,71.25,142.5,PERSONAL CARE,NIVEA,SKIN CARE,,,,
NIVEA MEN OIL CONTROL MOISTURISER UV 10X WHITENING EFFECT 50ML,N.MEN OIL COM.MOISTU,33049930,4005900000000,GST @28%,190,190,1,131.36,131.36,PERSONAL CARE,NIVEA,SKIN CARE,,,,
POP CORN 110GM,POP CORN 110GM,0,14101,Tax 5%,15,15,0,13,0,READY TO EAT,<Add New>,<Add New>,,,,
ORGANIC NATION PREMIUM SELECT TEA 100GM,ORG.NAT.PREMIUM TEA,0,A8906047700656A,Tax 5%,160,160,5,114.28,571.4,DRINKS AND BEVERAGES,ORGANIC NATION,TEA AND COFFEE,,,,
ORGANIC NATION GREEN TEA WHOLE LEAF 100GM,ORG.NAT.GREEN TEA,9021020,64,GST @5%,240,240,2,171.43,342.86,DRINKS AND BEVERAGES,ORGANIC NATION,TEA AND COFFEE,,,,
KURKURE NUT CRACKER 155GM,KURKURE NUT CRACKER,21069099,8901490000000,GST @12%,35,35,12,25.79,309.48,"SNACKS,CHIPS",KURKURE,SNACKS,,,,
MONGINIS CHOCOLATE PLUM CAKE WITH CREAMY LAYER 100GM,MON.CHO.PLUM CAKE,1905,8901910000000,GST @18%,50,50,0,35.32,0,READY TO EAT,MONGINIS,READY MADE CAKES,,,,
MONGINIS SWISS PLUM CAKE 100GM,MON.SWISS PLUM CAKE,1905,8901910000000,GST @18%,50,50,0,35.32,0,READY TO EAT,MONGINIS,READY MADE CAKES,,,,
MONGINIS CHOCO WALNUT BROWNIE CAKE 300GM,MON.CHOCO WALNUT BRO,1905,8901910000000,GST @18%,120,120,0,84.76,0,READY TO EAT,MONGINIS,READY MADE CAKES,,,,
COLGATE TOOTH BRUSH EXTRA CLEAN SOFT 1NOS,COL.T/B.EXTRA CLEAN ,0,8901310000000,GST @12%,20,20,0,13.16,0,PERSONAL CARE,COLGATE,ORAL CARE,,,,
GOWARDHAN CHEESE SLICE GREEN CHUTNEY 200GM,GO.CHEESE SLICE GREE,4062000,8906000000000,GST @12%,140,140,4,103.41,413.64,BREAD AND DAIRY,GOWARDHAN,DAIRY PRODUCTS,,,,
HAJMOLA YOODLEY JAZBAAFI JALJEERA 250ML,HAJ.JAZBAAFI JALJEER,0,8901210000000,Tax 5%,30,30,0,24.84,0,DRINKS AND BEVERAGES,HAJMOLA,ENERGY AND HEALTH DRINKS,,,,
HAJMOLA YOODLEY KABHI KALA KABHI KHATTA 250ML,HAJ.K.KALA.K.KHATTA,0,8901210000000,Tax 5%,30,30,0,24.84,0,DRINKS AND BEVERAGES,HAJMOLA,ENERGY AND HEALTH DRINKS,,,,
HAJMOLA YOODLEY GOLMAAL GOLGAPPA 250ML,HAJ.GOLMAAL GOLGAPPA,0,8901210000000,Tax 5%,30,30,0,24.84,0,DRINKS AND BEVERAGES,HAJMOLA,ENERGY AND HEALTH DRINKS,,,,
HAJMOLA YOODLEY AJOOBA AAM PANNA 250ML,HAJ.AJOOBA AAM PANNA,0,8901210000000,Tax 5%,30,30,0,24.84,0,DRINKS AND BEVERAGES,HAJMOLA,ENERGY AND HEALTH DRINKS,,,,
ODONIL NATURAL ORCHID DEW 50GM,ODONIL NATURAL ORCHI,33074900,8901210000000,GST @18%,44,44,15,33.9,508.5,"HOUSEHOLD,KITCHEN,BATHROOM",ODONIL,HOUSEHOLD ACCESSORIES,,,,
NUTRUS GREEN COFFE 20SACHETS,NUTRUS GREEN COFFE 2,21011120,8906190000000,GST @18%,265,265,1,179.67,179.67,DRINKS AND BEVERAGES,NUTRUS,TEA AND COFFEE,,,,
NUTRUS TEA PROBIOTIC GREEN TEA 20SACHETS,N.PRO.GREEN TEA,2101,8906190000000,GST @18%,185,185,0,125.53,0,DRINKS AND BEVERAGES,NUTRUS,TEA AND COFFEE,,,,
NUTRUS TEA TULSI GREEN TEA 20SACHETS,NUTRUS TEA TULSI GRE,0,8906190000000,Tax 5%,185,185,0,140.95,0,DRINKS AND BEVERAGES,NUTRUS,TEA AND COFFEE,,,,
NUTRUS TEA SLIM TEA  MINT FLAVOUR 20SACHETS,NUT.SLIM TEA,0,8906190000000,Tax 5%,185,185,0,140.95,0,DRINKS AND BEVERAGES,NUTRUS,TEA AND COFFEE,,,,
NUTRUS GREEN COFFEE PUNCH 20SACHETS,NUT.GREEN COFFEE,21011110,8906190000000,GST @18%,270,270,2,183.05,366.1,DRINKS AND BEVERAGES,NUTRUS,TEA AND COFFEE,,,,
LIFEBUOY HAND SANITIZER NATURAL 55ML,LIF.HANDSANI.NATURAL,0,8901030000000,GST @12%,60,60,1,44.44,44.44,PERSONAL CARE,LIFEBUOY,SKIN CARE,,,,
TRESEMME CONDITIONER SPA REJUVENATION NOURISH & REVIVE 200ML,TRE.NOURISH REVIVE C,33051090,8901030000000,GST @18%,220,220,0,169.49,0,PERSONAL CARE,TRESEMME,HAIR CARE,,,,
VASELINE INTENSIVE CARE COCOA GLOW PUMP 300ML,CAS.COCOA BUTTER,33049930,8901030000000,GST @28%,285,285,0,202.41,0,PERSONAL CARE,VASELINE,SKIN CARE,,,,
PEPSODENT TOOTH BRUSH FLEXI ACTION MEDIUM,PEP.T/B.FLEXI MEDIUM,0,8901030000000,GST @12%,25,25,0,15.87,0,PERSONAL CARE,PEPSODENT,ORAL CARE,,,,
CANDAYMAN CHOCO DOUBLE ECLAIRS 400GM,CANDAYMAN CHOCO DOUB,0,8901730000000,GST @12%,100,100,0,79.32,0,"CHOCOLATES,SWEETS AND CANDIES",<Add New>,CHOCOLATES,,,,
KLZ GINGER GARLIC PASTE 200GM,KLZ GINGER GARLIC PA,0,8906010000000,Tax 5%,58,58,0,45.71,0,"GROCERY,DALS",<Add New>,"MASALAS,SPICES,SEASONINGS",,,,
AMUL BASUNDI KESAR ELAICHI MILK 1LTR,AMUL BASUNDI KESAR E,0,8901260000000,GST @12%,160,160,0,131.5,0,BREAD AND DAIRY,AMUL,DAIRY PRODUCTS,,,,
LAWRENCE MILLS CHOCO CRUNCH 375GM,LAW.MILLS CHOCO CRUN,0,8902710000000,GST @12%,140,140,-2,108.88,-217.76,"SNACKS,CHIPS",LAWRENCE MILLS,SNACKS,,,,
FOXS CRYSTAL CLEAR FRUITS FLAVOUR 180GM,FOXS CRYSTAL CLEAR F,0,8901060000000,GST @12%,90,90,0,80,0,"CHOCOLATES,SWEETS AND CANDIES",FOXS,CHOCOLATES,,,,
GILLETTE FUSION 2X PROGLIDE,GILLETTE FUSION PROG,8212,4902430000000,GST @18%,525,525,2,397.25,794.5,PERSONAL CARE,GILLETTE,SHAVING NEEDS,,,,
GILLETTE FUSION PROGLIDE STYLER,GILLETTE FUSION PROG,0,7702020000000,GST @12%,1500,1500,1,1190.48,1190.48,PERSONAL CARE,GILLETTE,SHAVING NEEDS,,,,
ORAL-B TOOTH BRUSH SMART FLEX PRO HEALTH SOFT 1NOS,OB.T/B.SMATRFLEX,96032100,4902430000000,GST @18%,125,125,7,88.28,617.96,PERSONAL CARE,ORAL-B,ORAL CARE,,,,
GODREJ EXPERT RICH CREME NATURAL BLACK 1.00,GODREJ EXPERT RICH C,0,8901020000000,GST @12%,120,120,-3,78.57,-235.71,PERSONAL CARE,GODREJ,HAIR CARE,,,,
KARACHI BAKERY CHAI BISCUIT 400GM,KB.CHAI BISCUIT,0,8908000000000,GST @12%,150,150,0,106.66,0,BISCUITS,KARACHI BAKERY,<Add New>,,,,
KARACHI BAKERY BADAM PISTA BISCUITS 400G,KB.BADAM PISTA BISCU,0,8908000000000,GST @12%,260,260,0,184.88,0,BISCUITS,KARACHI BAKERY,<Add New>,,,,
KARACHI BAKERY OSMANIA BISCUITA 400GM,KB.OSMANIA BISCUIT,0,8908000000000,GST @12%,140,140,0,99.55,0,BISCUITS,KARACHI BAKERY,<Add New>,,,,
NIVEA SOAP CREME DRY SKIN 75GM,NIVEA SOAP CREME DRY,0,4005810000000,GST @12%,36,36,0,29.09,0,PERSONAL CARE,NIVEA,SKIN CARE,,,,
PUREPET BISCUITS 900GM,PUREPET BISCUITS 900,0,8906040000000,GST @12%,199,199,-3,106.13,-318.39,IMPORTED FOODS,PUREPET,<Add New>,,,,
PUREPET PUPPY CHICKEN AND VEGETABLE 3KG,PUREPET PUPPY CHK&VE,0,8906040000000,GST @12%,349,349,0,249,0,IMPORTED FOODS,PUREPET,<Add New>,,,,
PUREPET ADULT CHICKEN AND VEGETABLE 3KG,PUREPET ADULT CHK&VE,0,8906040000000,GST @12%,299,299,0,213,0,IMPORTED FOODS,PUREPET,<Add New>,,,,
DROOLS ADULT CHICKEN AND EGG 3.5KG,DROOLS ADULT CHK&EGG,0,8906040000000,GST @12%,500,500,0,334,0,IMPORTED FOODS,DROOLS,<Add New>,,,,
DROOLD PUPPY CHICKEN AND EGG 3.5KG,DROOLD PUPPY CHK&EGG,0,8906040000000,GST @12%,550,550,-1,367,-367,IMPORTED FOODS,DROOLS,<Add New>,,,,
DROOLS ADULT CHICKEN AND EGG 15KG,DROOLS ADULT CHK&EGG,0,8906040000000,GST @12%,2250,2250,-1,1600,-1600,IMPORTED FOODS,DROOLS,<Add New>,,,,
NUTRELA SOYA CHUNKS 300GM,NUTRELA SOYA CHUNKS ,21061000,8906030000000,GST @12%,40,40,0,35,0,"GROCERY,DALS",NUTELLA,SOYA FOODS,,,,
